ID,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
222,32,391.0,5.4,309.0,325.0,546.0,3427.0,18.0,19.0,5.8,423.0,2081.0,23.0,4.9,106.0,34.4,28.3,1.87,480.0,5.6,20.0,368.0,419.0,4595.0,37.0,12.0,6.7,443.0,1767.0,14.0,4.0,101.0,39.6,32.2,2.22,14.0,13.0,19.0,20.0,23.0,27.0,20.0,21.0,18.0,8.0,1.0,2.0,14.0,18.0,14.0,32.0,31.0,27.0,30.0,31.0,32.0,24.0,23.0,19.0,16.0,18.0,13.0,4.0,27.0,29.0
223,1,211.0,5.0,286.0,273.0,475.0,2713.0,8.0,20.0,5.3,500.0,2395.0,9.0,4.8,118.0,24.2,27.4,1.09,425.0,5.9,13.0,301.0,279.0,3533.0,29.0,7.0,7.2,482.0,2171.0,11.0,4.5,106.0,40.4,31.9,2.11,32.0,24.0,28.0,29.0,32.0,32.0,31.0,31.0,5.0,5.0,25.0,6.0,31.0,23.0,31.0,25.0,20.0,31.0,10.0,12.0,26.0,31.0,30.0,27.0,27.0,12.0,25.0,2.0,26.0,27.0
224,2,255.0,4.8,269.0,328.0,586.0,3419.0,20.0,17.0,5.4,358.0,1369.0,5.0,3.8,76.0,25.5,24.4,1.28,444.0,5.5,23.0,364.0,341.0,3832.0,21.0,12.0,6.9,545.0,2256.0,19.0,4.1,133.0,39.8,31.9,2.03,30.0,29.0,30.0,11.0,21.0,23.0,22.0,28.0,30.0,30.0,29.0,24.0,29.0,31.0,29.0,29.0,30.0,18.0,31.0,22.0,12.0,20.0,28.0,32.0,30.0,31.0,12.0,3.0,25.0,24.0
225,3,288.0,5.1,288.0,293.0,504.0,3182.0,13.0,13.0,5.9,440.0,1802.0,15.0,4.1,93.0,27.4,26.8,1.42,317.0,5.3,16.0,320.0,353.0,3974.0,18.0,10.0,6.2,431.0,1734.0,10.0,4.0,79.0,32.2,31.2,1.58,27.0,27.0,26.0,24.0,26.0,30.0,10.0,22.0,14.0,17.0,11.0,19.0,28.0,25.0,26.0,7.0,21.0,28.0,19.0,27.0,6.0,27.0,19.0,18.0,13.0,8.0,10.0,19.0,21.0,9.0
226,4,280.0,5.3,332.0,367.0,618.0,3791.0,18.0,15.0,5.7,413.0,1874.0,10.0,4.5,111.0,29.9,30.4,1.51,444.0,5.5,13.0,317.0,292.0,3470.0,33.0,8.0,6.7,479.0,2021.0,11.0,4.2,108.0,39.0,30.0,2.14,29.0,15.0,11.0,7.0,13.0,25.0,15.0,26.0,19.0,13.0,21.0,8.0,24.0,14.0,24.0,29.0,15.0,31.0,16.0,9.0,32.0,30.0,23.0,26.0,23.0,12.0,16.0,6.0,17.0,28.0
227,5,372.0,5.6,382.0,445.0,740.0,4927.0,22.0,17.0,6.4,391.0,1613.0,17.0,4.1,84.0,36.0,33.2,1.87,437.0,5.5,17.0,305.0,346.0,3569.0,26.0,11.0,6.2,420.0,1889.0,13.0,4.5,107.0,36.8,28.5,1.93,17.0,3.0,2.0,1.0,2.0,18.0,22.0,14.0,25.0,23.0,6.0,18.0,12.0,7.0,16.0,27.0,13.0,27.0,12.0,14.0,19.0,23.0,18.0,14.0,16.0,18.0,24.0,12.0,10.0,22.0
228,6,302.0,5.0,279.0,328.0,566.0,3435.0,16.0,18.0,5.7,396.0,1593.0,12.0,4.0,71.0,29.8,26.2,1.48,368.0,5.3,29.0,345.0,378.0,3923.0,27.0,17.0,6.1,457.0,1898.0,14.0,4.2,104.0,30.7,29.3,1.74,24.0,25.0,29.0,13.0,19.0,28.0,26.0,25.0,24.0,24.0,13.0,21.0,25.0,28.0,25.0,19.0,23.0,9.0,27.0,25.0,21.0,11.0,17.0,23.0,19.0,21.0,13.0,23.0,14.0,14.0
229,7,250.0,4.1,246.0,337.0,608.0,3005.0,11.0,21.0,4.5,352.0,1204.0,10.0,3.4,58.0,22.0,20.1,1.06,357.0,5.2,33.0,288.0,270.0,3213.0,20.0,22.0,6.0,506.0,2192.0,12.0,4.3,107.0,27.0,25.6,1.42,31.0,32.0,32.0,9.0,28.0,31.0,32.0,32.0,32.0,32.0,21.0,32.0,32.0,32.0,32.0,17.0,12.0,4.0,5.0,5.0,10.0,2.0,11.0,31.0,28.0,16.0,22.0,29.0,3.0,4.0
230,8,299.0,5.3,287.0,332.0,557.0,3550.0,22.0,14.0,6.0,410.0,1714.0,5.0,4.2,79.0,27.5,28.9,1.42,348.0,5.3,21.0,327.0,362.0,3602.0,16.0,17.0,6.0,442.0,1880.0,18.0,4.3,107.0,34.6,29.6,1.77,25.0,23.0,27.0,17.0,18.0,18.0,12.0,21.0,22.0,19.0,29.0,15.0,27.0,20.0,27.0,14.0,14.0,23.0,23.0,15.0,4.0,11.0,13.0,20.0,15.0,28.0,19.0,15.0,15.0,16.0
231,9,281.0,4.6,299.0,272.0,493.0,2891.0,14.0,19.0,5.4,494.0,1896.0,12.0,3.8,102.0,24.2,24.6,1.26,375.0,5.1,23.0,293.0,266.0,3036.0,20.0,11.0,5.8,495.0,2138.0,17.0,4.3,96.0,30.6,26.8,1.68,28.0,30.0,22.0,25.0,30.0,29.0,28.0,29.0,6.0,12.0,13.0,23.0,30.0,30.0,30.0,20.0,8.0,18.0,7.0,2.0,10.0,23.0,9.0,30.0,26.0,26.0,21.0,24.0,8.0,13.0
232,10,330.0,5.2,260.0,318.0,540.0,3323.0,17.0,16.0,5.7,378.0,1687.0,10.0,4.5,70.0,27.7,26.6,1.4,471.0,5.5,24.0,358.0,374.0,3964.0,31.0,19.0,6.6,483.0,2035.0,16.0,4.2,122.0,39.8,31.4,2.18,23.0,26.0,31.0,19.0,22.0,27.0,18.0,23.0,26.0,21.0,21.0,10.0,26.0,26.0,28.0,32.0,27.0,16.0,30.0,26.0,29.0,7.0,20.0,28.0,24.0,24.0,15.0,3.0,23.0,30.0
233,11,350.0,4.8,293.0,338.0,528.0,3295.0,26.0,15.0,5.7,411.0,1461.0,4.0,3.6,81.0,30.6,26.4,1.58,350.0,5.2,28.0,316.0,347.0,3681.0,28.0,14.0,6.1,406.0,1542.0,10.0,3.8,85.0,31.3,28.3,1.77,20.0,31.0,23.0,22.0,24.0,11.0,15.0,24.0,21.0,27.0,31.0,31.0,21.0,27.0,21.0,16.0,9.0,11.0,15.0,18.0,23.0,16.0,15.0,8.0,6.0,8.0,5.0,21.0,9.0,17.0
234,12,290.0,5.3,300.0,376.0,629.0,4084.0,24.0,16.0,6.2,376.0,1420.0,4.0,3.8,72.0,31.4,29.0,1.54,443.0,5.7,19.0,304.0,347.0,3775.0,28.0,11.0,6.9,444.0,1897.0,18.0,4.3,95.0,41.2,30.3,2.22,26.0,18.0,21.0,5.0,8.0,13.0,18.0,16.0,28.0,28.0,31.0,27.0,20.0,19.0,23.0,28.0,18.0,26.0,11.0,20.0,23.0,23.0,26.0,21.0,18.0,28.0,20.0,1.0,19.0,32.0
235,13,281.0,4.6,299.0,272.0,493.0,2891.0,14.0,19.0,5.4,494.0,1896.0,12.0,3.8,102.0,24.2,24.6,1.26,375.0,5.1,23.0,293.0,266.0,3036.0,20.0,11.0,5.8,495.0,2138.0,17.0,4.3,96.0,30.6,26.8,1.68,28.0,30.0,22.0,25.0,30.0,29.0,28.0,29.0,6.0,12.0,13.0,23.0,30.0,30.0,30.0,20.0,8.0,18.0,7.0,2.0,10.0,23.0,9.0,30.0,26.0,26.0,21.0,24.0,8.0,13.0
236,14,357.0,5.8,328.0,284.0,490.0,3683.0,19.0,12.0,7.0,462.0,2088.0,21.0,4.5,123.0,32.6,32.9,1.91,363.0,5.3,23.0,326.0,371.0,3568.0,22.0,11.0,6.0,416.0,1761.0,11.0,4.2,98.0,38.6,30.3,1.91,18.0,12.0,12.0,26.0,16.0,24.0,8.0,5.0,11.0,9.0,3.0,9.0,19.0,8.0,11.0,18.0,10.0,18.0,21.0,13.0,13.0,23.0,12.0,12.0,14.0,12.0,18.0,8.0,18.0,21.0
237,15,461.0,6.2,352.0,423.0,671.0,4997.0,43.0,19.0,7.2,370.0,1577.0,10.0,4.3,64.0,37.4,34.7,2.24,454.0,6.5,26.0,380.0,370.0,4681.0,31.0,15.0,7.4,457.0,2361.0,18.0,5.2,116.0,39.6,36.6,2.21,3.0,2.0,5.0,2.0,1.0,1.0,28.0,3.0,29.0,25.0,21.0,13.0,10.0,2.0,5.0,31.0,32.0,12.0,32.0,31.0,29.0,14.0,32.0,23.0,32.0,28.0,32.0,5.0,32.0,31.0
238,16,344.0,5.6,301.0,309.0,511.0,3269.0,24.0,17.0,6.0,442.0,2217.0,12.0,5.0,103.0,30.0,28.8,1.66,435.0,5.6,21.0,349.0,306.0,3473.0,25.0,12.0,6.1,470.0,2333.0,23.0,5.0,136.0,37.1,31.2,2.15,21.0,19.0,19.0,23.0,25.0,13.0,22.0,20.0,13.0,6.0,13.0,4.0,23.0,21.0,20.0,26.0,22.0,23.0,29.0,10.0,17.0,20.0,14.0,25.0,31.0,32.0,30.0,11.0,22.0,29.0
239,17,336.0,5.2,307.0,354.0,574.0,3787.0,27.0,14.0,6.2,412.0,1537.0,8.0,3.7,80.0,33.9,28.6,1.77,314.0,4.6,20.0,273.0,299.0,2963.0,19.0,10.0,5.3,391.0,1450.0,9.0,3.7,78.0,30.8,24.2,1.54,22.0,21.0,17.0,12.0,14.0,8.0,12.0,17.0,20.0,26.0,27.0,28.0,17.0,22.0,18.0,6.0,1.0,25.0,1.0,1.0,7.0,27.0,2.0,6.0,2.0,6.0,4.0,22.0,2.0,7.0
240,18,397.0,6.0,322.0,289.0,436.0,3298.0,23.0,8.0,6.9,492.0,2491.0,17.0,5.1,128.0,39.3,32.5,2.1,273.0,4.7,25.0,284.0,337.0,3203.0,19.0,14.0,5.3,407.0,1507.0,7.0,3.7,72.0,26.7,26.2,1.38,11.0,11.0,14.0,31.0,23.0,16.0,1.0,8.0,7.0,4.0,6.0,3.0,7.0,10.0,9.0,2.0,3.0,14.0,2.0,4.0,7.0,16.0,3.0,9.0,4.0,4.0,3.0,31.0,6.0,3.0
241,19,429.0,5.9,327.0,323.0,539.0,3825.0,26.0,15.0,6.8,409.0,1862.0,18.0,4.6,103.0,43.8,32.3,2.31,344.0,6.0,35.0,317.0,341.0,4068.0,26.0,21.0,7.2,449.0,2066.0,9.0,4.6,104.0,35.4,35.1,1.89,6.0,14.0,13.0,21.0,12.0,11.0,15.0,9.0,23.0,14.0,5.0,7.0,3.0,11.0,3.0,12.0,31.0,3.0,16.0,28.0,19.0,3.0,29.0,22.0,25.0,6.0,28.0,13.0,31.0,19.0
242,20,375.0,5.0,292.0,287.0,485.0,2999.0,21.0,16.0,5.7,470.0,1970.0,11.0,4.2,99.0,30.3,25.4,1.56,277.0,4.9,44.0,286.0,350.0,3423.0,19.0,24.0,5.4,388.0,1627.0,6.0,4.2,75.0,25.1,25.9,1.29,16.0,28.0,24.0,27.0,29.0,22.0,18.0,27.0,10.0,10.0,18.0,14.0,22.0,29.0,22.0,3.0,5.0,1.0,3.0,8.0,7.0,1.0,4.0,4.0,8.0,3.0,14.0,32.0,4.0,1.0
243,21,391.0,5.2,292.0,335.0,540.0,3578.0,28.0,16.0,6.1,430.0,1745.0,11.0,4.1,95.0,35.4,27.2,1.86,320.0,4.9,30.0,307.0,346.0,3400.0,16.0,14.0,5.6,423.0,1715.0,13.0,4.1,99.0,29.3,26.7,1.49,12.0,22.0,24.0,19.0,17.0,7.0,18.0,19.0,17.0,18.0,18.0,20.0,15.0,24.0,17.0,8.0,6.0,8.0,13.0,7.0,4.0,16.0,6.0,15.0,12.0,18.0,11.0,26.0,7.0,6.0
244,22,419.0,5.8,343.0,422.0,615.0,4509.0,32.0,14.0,7.0,378.0,1397.0,12.0,3.7,70.0,44.0,33.7,2.33,299.0,5.9,31.0,298.0,337.0,3878.0,14.0,20.0,6.7,411.0,1971.0,16.0,4.8,99.0,31.7,32.5,1.62,7.0,8.0,6.0,8.0,6.0,5.0,12.0,4.0,26.0,29.0,13.0,29.0,2.0,4.0,2.0,5.0,24.0,5.0,9.0,23.0,1.0,5.0,22.0,10.0,21.0,24.0,29.0,20.0,27.0,10.0
245,23,379.0,5.4,306.0,300.0,483.0,2751.0,18.0,12.0,5.3,486.0,2634.0,16.0,5.4,113.0,37.9,29.5,1.88,348.0,5.2,22.0,345.0,391.0,3908.0,28.0,10.0,6.0,427.0,1692.0,10.0,4.0,82.0,33.7,30.0,1.82,14.0,20.0,18.0,28.0,31.0,25.0,8.0,30.0,8.0,2.0,9.0,1.0,8.0,16.0,13.0,14.0,16.0,22.0,27.0,24.0,23.0,27.0,10.0,16.0,11.0,8.0,7.0,16.0,16.0,18.0
246,24,357.0,5.2,360.0,339.0,628.0,4128.0,23.0,18.0,6.2,440.0,1671.0,11.0,3.8,110.0,33.3,32.2,1.76,387.0,6.0,15.0,325.0,334.0,3788.0,23.0,12.0,6.7,428.0,2200.0,14.0,5.1,102.0,38.3,33.3,1.97,18.0,10.0,4.0,6.0,7.0,16.0,26.0,18.0,14.0,22.0,18.0,26.0,18.0,12.0,19.0,21.0,26.0,30.0,20.0,21.0,15.0,20.0,21.0,17.0,29.0,21.0,31.0,9.0,30.0,23.0
247,25,379.0,5.4,306.0,300.0,483.0,2751.0,18.0,12.0,5.3,486.0,2634.0,16.0,5.4,113.0,37.9,29.5,1.88,348.0,5.2,22.0,345.0,391.0,3908.0,28.0,10.0,6.0,427.0,1692.0,10.0,4.0,82.0,33.7,30.0,1.82,14.0,20.0,18.0,28.0,31.0,25.0,8.0,30.0,8.0,2.0,9.0,1.0,8.0,16.0,13.0,14.0,16.0,22.0,27.0,24.0,23.0,27.0,10.0,16.0,11.0,8.0,7.0,16.0,16.0,18.0
248,26,433.0,5.5,341.0,374.0,558.0,4049.0,40.0,8.0,6.6,433.0,1702.0,9.0,3.9,85.0,37.6,30.9,2.18,336.0,5.2,23.0,308.0,313.0,3492.0,24.0,18.0,5.7,418.0,1896.0,12.0,4.5,83.0,33.2,28.8,1.76,5.0,13.0,7.0,16.0,9.0,2.0,1.0,12.0,16.0,20.0,25.0,22.0,9.0,13.0,8.0,11.0,11.0,18.0,14.0,11.0,16.0,8.0,7.0,13.0,17.0,16.0,26.0,17.0,11.0,15.0
249,27,416.0,5.5,341.0,354.0,554.0,3830.0,22.0,13.0,6.6,508.0,2123.0,19.0,4.2,114.0,35.6,29.5,1.88,331.0,5.1,29.0,292.0,308.0,3612.0,29.0,15.0,5.8,390.0,1560.0,5.0,4.0,94.0,28.0,26.0,1.54,8.0,7.0,7.0,18.0,11.0,18.0,10.0,13.0,4.0,8.0,4.0,16.0,14.0,17.0,14.0,9.0,7.0,9.0,6.0,16.0,26.0,14.0,8.0,5.0,7.0,1.0,9.0,27.0,5.0,8.0
250,28,481.0,5.8,380.0,402.0,588.0,4534.0,37.0,11.0,7.4,481.0,1832.0,12.0,3.8,112.0,39.9,33.9,2.24,289.0,4.6,24.0,287.0,321.0,3194.0,25.0,16.0,5.2,404.0,1458.0,5.0,3.6,73.0,26.9,24.1,1.43,2.0,4.0,3.0,10.0,5.0,3.0,6.0,1.0,9.0,16.0,13.0,25.0,4.0,3.0,4.0,4.0,2.0,16.0,4.0,3.0,17.0,13.0,1.0,7.0,3.0,1.0,2.0,30.0,1.0,5.0
251,29,379.0,5.4,306.0,300.0,483.0,2751.0,18.0,12.0,5.3,486.0,2634.0,16.0,5.4,113.0,37.9,29.5,1.88,348.0,5.2,22.0,345.0,391.0,3908.0,28.0,10.0,6.0,427.0,1692.0,10.0,4.0,82.0,33.7,30.0,1.82,14.0,20.0,18.0,28.0,31.0,25.0,8.0,30.0,8.0,2.0,9.0,1.0,8.0,16.0,13.0,14.0,16.0,22.0,27.0,24.0,23.0,27.0,10.0,16.0,11.0,8.0,7.0,16.0,16.0,18.0
252,30,299.0,5.3,287.0,332.0,557.0,3550.0,22.0,14.0,6.0,410.0,1714.0,5.0,4.2,79.0,27.5,28.9,1.42,348.0,5.3,21.0,327.0,362.0,3602.0,16.0,17.0,6.0,442.0,1880.0,18.0,4.3,107.0,34.6,29.6,1.77,25.0,23.0,27.0,17.0,18.0,18.0,12.0,21.0,22.0,19.0,29.0,15.0,27.0,20.0,27.0,14.0,14.0,23.0,23.0,15.0,4.0,11.0,13.0,20.0,15.0,28.0,19.0,15.0,15.0,16.0
253,31,376.0,5.7,338.0,434.0,658.0,4729.0,29.0,19.0,6.8,355.0,1265.0,8.0,3.6,76.0,36.7,33.2,1.92,400.0,5.8,16.0,317.0,320.0,3684.0,22.0,7.0,6.8,441.0,2003.0,17.0,4.5,92.0,38.9,32.6,2.06,15.0,6.0,10.0,3.0,3.0,6.0,28.0,10.0,31.0,31.0,27.0,30.0,11.0,6.0,10.0,24.0,19.0,28.0,16.0,19.0,13.0,31.0,25.0,19.0,22.0,26.0,27.0,7.0,28.0,25.0
254,32,398.0,5.4,314.0,334.0,560.0,3739.0,22.0,11.0,6.3,444.0,1901.0,17.0,4.3,98.0,35.8,29.2,1.88,344.0,5.2,25.0,326.0,335.0,3650.0,15.0,13.0,6.1,492.0,1965.0,15.0,4.0,105.0,34.9,29.0,1.67,10.0,16.0,15.0,15.0,15.0,18.0,6.0,15.0,12.0,11.0,6.0,12.0,13.0,18.0,15.0,12.0,17.0,14.0,21.0,17.0,2.0,19.0,16.0,29.0,20.0,23.0,8.0,14.0,13.0,11.0
255,1,243.0,4.8,258.0,302.0,534.0,2995.0,14.0,14.0,5.3,382.0,1594.0,8.0,4.2,69.0,24.2,24.6,1.2,430.0,5.6,17.0,343.0,351.0,3632.0,25.0,8.0,7.0,540.0,2303.0,19.0,4.3,136.0,39.2,31.9,2.12,28.0,30.0,31.0,21.0,27.0,29.0,12.0,28.0,29.0,26.0,26.0,18.0,29.0,28.0,28.0,28.0,25.0,30.0,28.0,15.0,20.0,31.0,27.0,32.0,29.0,30.0,17.0,4.0,25.0,28.0
256,2,288.0,5.2,312.0,346.0,591.0,3773.0,19.0,24.0,6.0,400.0,1614.0,8.0,4.0,79.0,30.9,28.6,1.5,367.0,5.5,21.0,295.0,308.0,3553.0,22.0,13.0,6.5,438.0,1884.0,15.0,4.3,95.0,37.4,28.6,1.9,26.0,16.0,15.0,5.0,14.0,23.0,29.0,16.0,25.0,25.0,26.0,22.0,21.0,16.0,22.0,21.0,13.0,23.0,12.0,12.0,13.0,22.0,22.0,18.0,18.0,23.0,18.0,5.0,15.0,24.0
257,3,218.0,4.5,278.0,320.0,570.0,3090.0,16.0,13.0,5.1,415.0,1531.0,4.0,3.7,77.0,24.4,25.6,1.18,307.0,5.1,20.0,301.0,265.0,2959.0,16.0,9.0,5.9,534.0,2359.0,12.0,4.4,124.0,33.3,30.5,1.64,30.0,29.0,25.0,11.0,24.0,27.0,8.0,30.0,21.0,28.0,32.0,31.0,28.0,25.0,29.0,5.0,10.0,25.0,13.0,2.0,4.0,28.0,6.0,31.0,30.0,18.0,21.0,13.0,21.0,14.0
258,4,340.0,5.2,297.0,286.0,510.0,2957.0,20.0,17.0,5.3,448.0,2318.0,18.0,5.2,118.0,31.7,27.9,1.76,449.0,5.6,23.0,332.0,367.0,4019.0,34.0,8.0,6.8,439.0,1712.0,10.0,3.9,92.0,41.1,30.9,2.18,19.0,18.0,18.0,24.0,28.0,18.0,21.0,27.0,13.0,4.0,3.0,2.0,18.0,19.0,16.0,31.0,21.0,20.0,24.0,26.0,32.0,31.0,25.0,19.0,11.0,6.0,6.0,3.0,23.0,30.0
259,5,243.0,4.1,251.0,240.0,469.0,2179.0,12.0,15.0,4.2,489.0,1970.0,9.0,4.0,103.0,22.7,20.8,1.11,329.0,5.1,28.0,268.0,326.0,3341.0,21.0,17.0,6.1,435.0,1667.0,14.0,3.8,73.0,29.2,25.6,1.59,28.0,32.0,32.0,28.0,32.0,31.0,17.0,32.0,4.0,12.0,23.0,23.0,30.0,32.0,30.0,11.0,6.0,11.0,3.0,8.0,9.0,13.0,14.0,16.0,9.0,20.0,5.0,26.0,6.0,11.0
260,6,369.0,5.9,327.0,376.0,570.0,4201.0,33.0,12.0,6.9,408.0,1807.0,5.0,4.4,91.0,37.8,32.4,1.96,347.0,5.6,25.0,305.0,336.0,3906.0,24.0,15.0,6.7,385.0,1585.0,10.0,4.1,78.0,33.3,30.4,1.76,15.0,11.0,12.0,11.0,7.0,5.0,5.0,11.0,24.0,18.0,30.0,9.0,7.0,8.0,8.0,16.0,14.0,16.0,14.0,23.0,16.0,17.0,23.0,7.0,7.0,6.0,12.0,13.0,20.0,19.0
261,7,287.0,5.3,277.0,365.0,588.0,3650.0,17.0,24.0,5.9,346.0,1458.0,9.0,4.2,74.0,28.7,28.0,1.44,494.0,6.3,24.0,356.0,301.0,3814.0,30.0,14.0,7.6,498.0,2497.0,26.0,5.0,135.0,42.9,34.3,2.51,27.0,21.0,26.0,7.0,16.0,26.0,29.0,22.0,32.0,30.0,23.0,16.0,23.0,18.0,26.0,32.0,30.0,17.0,29.0,21.0,29.0,20.0,31.0,28.0,32.0,32.0,31.0,1.0,29.0,32.0
262,8,329.0,5.1,287.0,280.0,469.0,3091.0,20.0,13.0,5.9,469.0,1987.0,11.0,4.2,89.0,32.8,25.9,1.62,313.0,5.3,19.0,310.0,350.0,3992.0,24.0,16.0,6.3,412.0,1530.0,8.0,3.7,88.0,29.7,28.3,1.55,20.0,22.0,19.0,28.0,23.0,18.0,8.0,18.0,6.0,11.0,19.0,15.0,15.0,23.0,19.0,6.0,15.0,26.0,15.0,25.0,16.0,16.0,18.0,11.0,3.0,3.0,3.0,24.0,13.0,8.0
263,9,406.0,6.2,345.0,312.0,519.0,3829.0,21.0,17.0,6.9,445.0,2408.0,26.0,5.4,139.0,38.5,34.8,2.21,429.0,6.2,24.0,329.0,318.0,3949.0,28.0,14.0,7.6,451.0,2093.0,18.0,4.6,110.0,42.7,35.1,2.36,5.0,7.0,8.0,23.0,13.0,13.0,21.0,10.0,14.0,3.0,1.0,1.0,6.0,6.0,5.0,27.0,28.0,17.0,23.0,24.0,25.0,20.0,32.0,21.0,25.0,29.0,25.0,2.0,30.0,31.0
264,10,372.0,5.7,313.0,356.0,578.0,3703.0,24.0,25.0,6.2,391.0,1921.0,12.0,4.9,100.0,31.2,29.8,1.7,434.0,5.9,31.0,340.0,321.0,3714.0,30.0,20.0,6.9,467.0,2224.0,19.0,4.8,120.0,37.0,31.4,2.15,14.0,14.0,14.0,10.0,15.0,10.0,31.0,15.0,27.0,13.0,16.0,5.0,20.0,14.0,17.0,30.0,26.0,5.0,27.0,19.0,29.0,6.0,26.0,24.0,28.0,30.0,27.0,6.0,24.0,29.0
265,11,212.0,4.9,277.0,299.0,500.0,3080.0,13.0,18.0,5.8,487.0,1893.0,5.0,3.9,89.0,22.2,26.3,1.05,338.0,5.4,26.0,291.0,257.0,3221.0,23.0,20.0,6.7,508.0,2112.0,14.0,4.2,96.0,31.9,28.4,1.74,31.0,27.0,26.0,26.0,25.0,30.0,23.0,24.0,5.0,15.0,30.0,28.0,31.0,20.0,31.0,12.0,11.0,13.0,9.0,6.0,15.0,6.0,24.0,29.0,26.0,20.0,14.0,20.0,14.0,18.0
266,12,396.0,6.2,356.0,330.0,554.0,4110.0,22.0,25.0,7.0,450.0,2276.0,20.0,5.1,134.0,34.7,33.7,1.93,328.0,5.3,24.0,289.0,301.0,3397.0,27.0,15.0,6.0,414.0,1801.0,11.0,4.4,84.0,27.7,26.6,1.61,8.0,4.0,4.0,13.0,9.0,11.0,31.0,7.0,12.0,5.0,2.0,3.0,12.0,7.0,10.0,10.0,8.0,17.0,8.0,10.0,24.0,17.0,11.0,12.0,16.0,15.0,19.0,29.0,8.0,12.0
267,13,312.0,5.2,286.0,307.0,550.0,3567.0,21.0,23.0,5.9,389.0,1625.0,12.0,4.2,83.0,26.1,26.0,1.45,348.0,5.2,19.0,333.0,340.0,3696.0,17.0,10.0,6.0,475.0,1986.0,15.0,4.2,118.0,32.8,27.7,1.61,24.0,19.0,20.0,15.0,17.0,13.0,27.0,21.0,28.0,24.0,16.0,17.0,26.0,22.0,23.0,17.0,18.0,26.0,25.0,17.0,5.0,26.0,10.0,26.0,21.0,23.0,16.0,16.0,12.0,13.0
268,14,193.0,4.5,267.0,292.0,549.0,2870.0,9.0,10.0,4.8,409.0,1667.0,7.0,4.1,79.0,18.9,23.0,0.89,407.0,5.6,18.0,313.0,293.0,3301.0,21.0,12.0,6.3,510.0,2433.0,17.0,4.8,122.0,35.9,29.8,1.87,32.0,31.0,29.0,16.0,30.0,32.0,4.0,31.0,23.0,23.0,29.0,20.0,32.0,31.0,32.0,26.0,22.0,28.0,18.0,7.0,9.0,23.0,17.0,30.0,31.0,27.0,28.0,8.0,18.0,22.0
269,15,321.0,4.8,265.0,299.0,509.0,3105.0,15.0,14.0,5.6,444.0,1756.0,15.0,4.0,89.0,27.8,24.4,1.44,315.0,5.1,31.0,310.0,324.0,3518.0,18.0,22.0,6.1,473.0,1797.0,10.0,3.8,96.0,28.6,27.1,1.43,23.0,28.0,30.0,25.0,22.0,28.0,12.0,26.0,15.0,21.0,10.0,25.0,25.0,30.0,25.0,7.0,9.0,5.0,15.0,11.0,6.0,4.0,12.0,25.0,15.0,6.0,4.0,27.0,9.0,4.0
270,16,377.0,4.8,301.0,310.0,547.0,3297.0,26.0,18.0,5.6,443.0,1692.0,14.0,3.8,92.0,29.6,24.4,1.69,363.0,5.0,31.0,272.0,275.0,3216.0,15.0,19.0,5.9,451.0,1777.0,17.0,3.9,83.0,29.3,24.0,1.5,13.0,25.0,17.0,17.0,21.0,9.0,23.0,25.0,16.0,22.0,12.0,30.0,22.0,29.0,18.0,20.0,5.0,5.0,6.0,5.0,2.0,10.0,7.0,21.0,13.0,27.0,7.0,25.0,1.0,6.0
271,17,344.0,5.0,285.0,308.0,535.0,3340.0,21.0,14.0,6.0,455.0,1778.0,10.0,3.9,93.0,32.5,26.0,1.6,323.0,5.0,22.0,284.0,319.0,3385.0,21.0,10.0,5.8,425.0,1675.0,14.0,3.9,94.0,28.5,25.0,1.56,18.0,20.0,22.0,20.0,20.0,13.0,12.0,17.0,10.0,19.0,21.0,27.0,17.0,21.0,20.0,9.0,7.0,22.0,7.0,9.0,9.0,26.0,4.0,14.0,10.0,20.0,8.0,28.0,4.0,9.0
